point count
1|100|1|100|1|50|34|1|2| 2
1|100|1|100|1|50|50|1|2| 1
1|11|100|100|1|7|1|1|15| 6
1|11|100|100|1|8|1|1|14| 3
1|11|100|28|1|46|12|1|15| 1
1|12|100|100|1|8|1|1|13| 4
1|12|100|52|1|100|19|1|13| 1
1|12|96|17|1|41|12|1|27| 1
1|13|100|100|1|10|1|1|11| 2
1|13|100|35|1|50|1|1|11| 1
1|13|100|38|1|50|1|21|12| 1
1|13|100|62|41|50|8|81|11| 1
1|15|100|34|1|84|15|1|10| 1
1|15|100|67|50|61|23|75|10| 1
1|16|89|38|12|18|1|13|19| 1
1|17|100|100|1|12|1|1|9| 3
1|17|100|67|34|75|17|1|8| 1
1|17|100|75|50|75|17|1|9| 1
1|17|94|53|1|12|12|1|18| 1
1|1|1|100|1|100|50|1|1| 1
1|25|100|100|1|21|1|1|5| 2
1|25|100|100|50|17|1|1|6| 1
1|25|100|50|50|75|13|1|6| 1
1|25|100|50|50|75|25|1|6| 1
1|29|75|50|1|81|1|25|10| 1
1|34|100|100|1|25|1|1|4| 5
1|34|72|43|1|43|43|100|9| 2
1|34|72|61|1|61|19|1|9| 1
1|34|86|57|1|25|25|1|9| 1
1|50|72|61|25|61|1|67|9| 1
1|50|75|50|1|75|25|41|6| 1
1|50|75|61|1|41|20|1|6| 1
1|6|100|52|1|8|12|1|29| 1
1|9|100|100|1|6|1|1|17| 1
50|50|50|41|100|81|9|100|8| 1
